state,country,ufo_shape,encounter_length_seconds,date_documented
nm,us,circle,180,11/21/1998
ar,NA,other,6300,11/21/1998
ca,us,other,1800,11/21/1998
nj,NA,circle,300,11/21/1998
nj,NA,oval,600,11/21/1998
nj,us,disk,300,11/21/1998
ny,us,circle,120,11/21/1998
md,us,sphere,360,11/21/1998
ma,us,circle,300,11/21/1998
ca,us,cigar,900,11/21/1998
nv,us,circle,2700,11/21/1998
ia,us,light,5,11/21/1998
ga,us,sphere,180,11/21/1998
md,us,cigar,120,11/21/1998
md,us,oval,60,11/21/1998
NA,gb,fireball,300,11/21/1998
NA,NA,changing,120,11/21/1998
wa,us,other,420,11/21/1998
nj,NA,sphere,300,11/21/1998
nj,us,unknown,15,11/21/1998
tx,us,formation,5,11/21/1998
ma,us,sphere,300,11/21/1998
il,us,light,60,11/21/1998
il,us,circle,1,11/21/1998
NA,au,light,15,11/21/1998
ca,us,triangle,120,11/21/1998
pa,NA,unknown,3600,11/21/1998
oh,us,light,60,11/21/1998
in,us,sphere,300,11/21/1998
ca,us,unknown,5,11/21/1998
id,us,triangle,30,11/21/1998
ca,us,light,180,11/21/1998
ia,us,oval,60,11/21/1998
nv,us,sphere,5,11/21/1998
fl,us,diamond,30,11/21/1998
in,us,sphere,300,11/21/1998
wa,us,light,180,11/21/1998
or,us,light,1,11/21/1998
co,us,triangle,300,11/21/1998
ut,us,disk,900,11/21/1998
NA,gb,triangle,20,11/21/1998
il,NA,light,420,11/21/1998
mi,us,cone,180,11/21/1998
NA,au,circle,300,11/21/1998
me,us,other,10,11/21/1998
dc,NA,cigar,1,11/21/1998
mt,NA,light,10,11/21/1998
NA,NA,cigar,90,11/21/1998
or,us,oval,1800,11/21/1998
az,us,light,900,11/21/1998
pa,us,light,15,11/21/1998
ny,us,oval,1800,11/21/1998
ca,us,triangle,1,11/21/1998
ny,us,changing,1800,11/21/1998
wv,us,fireball,5,11/21/1998
ny,us,circle,10,11/21/1998
ne,us,triangle,15,11/21/1998
or,us,light,3000,11/21/1998
mi,us,circle,900,11/21/1998
ca,us,light,3600,11/21/1998
al,us,light,900,11/21/1998
mo,us,sphere,180,11/21/1998
mi,us,light,45,11/21/1998
mi,us,light,30,11/21/1998
il,NA,light,10,11/21/1998
sd,us,other,10,11/21/1998
oh,us,formation,420,11/21/1998
pa,us,sphere,900,11/21/1998
nv,us,triangle,600,11/21/1998
ca,us,NA,300,11/21/1998
mi,us,unknown,300,11/21/1998
mo,us,light,120,11/21/1998
ca,us,cigar,1,11/21/1998
wi,us,sphere,480,11/21/1998
ny,us,light,1200,11/21/1998
NA,au,light,60,11/21/1998
ma,us,changing,10800,11/21/1998
tx,us,light,2,11/21/1998
or,us,light,120,11/21/1998
co,us,unknown,1800,1/28/1999
nc,us,unknown,1800,1/28/1999
fl,us,formation,3600,1/28/1999
in,us,delta,14400,1/28/1999
mn,us,other,3600,1/28/1999
ca,us,chevron,4,1/28/1999
ak,NA,NA,900,1/28/1999
nv,us,cigar,5,1/28/1999
az,us,triangle,900,1/28/1999
tx,us,formation,30,1/28/1999
nc,us,cigar,120,1/28/1999
va,us,other,300,1/28/1999
fl,us,light,60,1/28/1999
az,NA,light,1200,1/28/1999
fl,us,circle,2400,1/28/1999
nv,us,other,3600,1/28/1999
ca,us,light,120,1/28/1999
co,NA,cylinder,120,1/28/1999
wv,us,triangle,900,1/28/1999
tx,us,disk,5,1/28/1999
ca,us,light,8,1/28/1999
ok,us,unknown,315,1/28/1999
nv,NA,light,35,1/28/1999
oh,us,light,60,1/28/1999
ca,us,light,40,1/28/1999
ca,NA,changing,8,1/28/1999
or,us,light,10,1/28/1999
fl,us,other,180,1/28/1999
fl,us,fireball,120,1/28/1999
in,us,unknown,60,1/28/1999
md,us,other,7200,1/28/1999
ca,us,changing,300,1/28/1999
ny,us,triangle,600,1/28/1999
ks,NA,light,900,1/28/1999
tx,us,diamond,300,1/28/1999
me,us,formation,1200,1/28/1999
nc,us,light,420,1/28/1999
mt,us,cylinder,180,1/28/1999
nj,us,other,4,1/28/1999
va,us,circle,10,1/28/1999
tn,us,circle,180,1/28/1999
tx,us,triangle,6,1/28/1999
ca,us,sphere,2,1/28/1999
ca,us,circle,5,1/28/1999
fl,us,triangle,300,1/28/1999
mt,us,other,600,1/28/1999
nc,us,disk,300,1/28/1999
pa,us,triangle,600,1/28/1999
mn,us,triangle,60,1/28/1999
tx,us,light,7,1/28/1999
ca,us,light,300,1/28/1999
oh,us,light,10800,1/28/1999
mi,us,fireball,10,1/28/1999
tx,us,circle,1,1/28/1999
ny,NA,triangle,300,1/28/1999
nc,us,light,60,1/28/1999
tx,us,sphere,10,1/28/1999
sc,us,cigar,60,1/28/1999
ks,NA,light,1200,1/28/1999
tx,us,other,120,1/28/1999
tx,us,sphere,12,1/28/1999
tx,us,other,120,1/28/1999
tx,us,diamond,600,1/28/1999
ky,us,light,300,1/28/1999
va,us,light,5,1/28/1999
ks,us,unknown,35,1/28/1999
fl,us,triangle,180,1/28/1999
ca,us,circle,120,1/28/1999
mi,us,triangle,300,1/28/1999
me,us,circle,16,1/28/1999
ca,us,other,60,1/28/1999
ca,NA,circle,20,1/28/1999
pa,us,light,7200,1/28/1999
ut,us,triangle,60,1/28/1999
ca,us,light,5,1/28/1999
in,us,other,900,1/28/1999
ca,us,formation,30,1/28/1999
co,us,fireball,2,1/28/1999
ut,us,triangle,600,1/28/1999
wa,us,light,8,1/28/1999
pa,us,light,240,1/28/1999
wa,us,other,1200,1/28/1999
or,us,formation,18000,1/28/1999
mi,us,triangle,1800,1/28/1999
ca,us,disk,900,1/28/1999
wa,NA,formation,60,1/28/1999
wa,us,formation,20,1/28/1999
wa,us,formation,45,1/28/1999
wa,us,formation,8,1/28/1999
wa,us,formation,90,1/28/1999
wa,us,formation,120,1/28/1999
wa,us,formation,10,1/28/1999
wa,us,fireball,120,1/28/1999
wa,us,formation,30,1/28/1999
wa,us,formation,30,1/28/1999
or,us,formation,10,1/28/1999
wa,us,formation,90,1/28/1999
wa,us,formation,120,1/28/1999
wa,us,formation,90,1/28/1999
ca,us,fireball,3,1/28/1999
wa,us,disk,5,1/28/1999
mi,us,fireball,30,1/28/1999
wi,us,unknown,600,1/28/1999
az,us,other,3,1/28/1999
wa,us,other,240,1/28/1999
nv,us,triangle,1200,1/28/1999
oh,us,triangle,900,1/28/1999
pa,us,light,30,1/28/1999
nj,us,disk,180,1/28/1999
wi,us,light,7500,1/28/1999
tx,us,fireball,5,1/28/1999
wa,us,light,6,1/28/1999
tx,NA,unknown,3600,1/28/1999
nv,us,light,2,1/28/1999
sd,us,other,180,1/28/1999
ca,NA,light,30,1/28/1999
ca,us,disk,300,1/28/1999
fl,us,triangle,60,1/28/1999
az,us,flash,1,1/28/1999
ar,us,triangle,30,1/28/1999
tn,us,formation,20,1/28/1999
fl,us,triangle,90,1/28/1999
va,us,triangle,5,1/28/1999
fl,us,oval,180,1/28/1999
ca,us,sphere,600,1/28/1999
az,us,light,5400,1/28/1999
az,us,formation,45,1/28/1999
az,us,light,900,1/28/1999
wa,us,cigar,300,1/28/1999
tx,us,light,15,1/28/1999
tx,us,diamond,10800,1/28/1999
mo,NA,disk,373,1/28/1999
ny,us,triangle,60,1/28/1999
ca,us,oval,180,1/28/1999
il,us,fireball,2,1/28/1999
wa,us,flash,600,1/28/1999
ri,us,triangle,10,1/28/1999
mi,us,sphere,150,1/28/1999
wi,us,light,600,1/28/1999
az,us,other,120,1/28/1999
mi,us,egg,8,1/28/1999
nm,us,other,180,1/28/1999
mi,us,triangle,900,1/28/1999
id,us,disk,2,1/28/1999
wa,NA,other,5,1/28/1999
tx,us,light,3,1/28/1999
il,us,triangle,5,1/28/1999
wa,us,light,15,1/28/1999
md,us,oval,120,1/28/1999
md,us,oval,120,1/28/1999
fl,us,triangle,480,1/28/1999
id,us,light,1800,1/28/1999
nh,us,light,600,1/28/1999
ga,us,unknown,45,1/28/1999
pa,us,light,1800,1/28/1999
mt,NA,light,600,1/28/1999
ar,us,other,3,1/28/1999
al,us,flash,180,1/28/1999
pa,us,light,30,1/28/1999
il,us,unknown,3,1/28/1999
nv,NA,disk,300,1/28/1999
co,us,other,1200,1/28/1999
ma,us,other,10,1/28/1999
mi,us,fireball,2,1/28/1999
wv,us,fireball,120,1/28/1999
ct,us,triangle,1800,1/28/1999
mo,us,light,10,1/28/1999
mi,us,triangle,5,1/28/1999
tx,us,fireball,4,1/28/1999
ca,us,triangle,30,1/28/1999
md,us,other,60,1/28/1999
pa,us,fireball,5,1/28/1999
ga,us,circle,7200,1/28/1999
nc,us,fireball,18,1/28/1999
ar,NA,triangle,10,1/28/1999
az,us,circle,30,1/28/1999
ca,us,light,420,1/28/1999
az,us,light,600,1/28/1999
nd,us,fireball,5,1/28/1999
wa,us,light,2,1/28/1999
il,us,formation,240,1/28/1999
mi,us,other,60,1/28/1999
tx,us,NA,1140,1/28/1999
ca,us,other,1800,1/28/1999
ca,us,light,300,1/28/1999
fl,us,light,900,1/28/1999
sc,us,disk,300,1/28/1999
ca,NA,circle,240,1/28/1999
ca,us,light,180,1/28/1999
tn,NA,triangle,180,1/28/1999
nc,NA,disk,12,1/28/1999
il,us,fireball,7,1/28/1999
ca,us,light,70,1/28/1999
ks,us,triangle,600,1/28/1999
ma,us,diamond,600,1/28/1999
ca,us,light,5,1/28/1999
nh,us,light,2400,1/28/1999
wi,us,unknown,150,1/28/1999
ca,us,triangle,300,1/28/1999
fl,us,flash,2,1/28/1999
ca,us,cross,6,1/28/1999
fl,NA,light,2,1/28/1999
co,us,other,7200,1/28/1999
mo,NA,oval,4500,1/28/1999
mo,us,light,600,1/28/1999
co,us,formation,600,1/28/1999
or,us,light,30,1/28/1999
ar,NA,light,120,1/28/1999
la,us,light,5,1/28/1999
in,us,fireball,4,1/28/1999
mo,NA,sphere,10,1/28/1999
mo,NA,sphere,5,1/28/1999
tn,us,other,1800,1/28/1999
in,us,sphere,120,1/28/1999
tx,us,light,2,1/28/1999
wa,us,formation,10,1/28/1999
wa,us,fireball,4,1/28/1999
ca,us,fireball,5,1/28/1999
il,us,formation,30,1/28/1999
NA,au,flash,600,1/28/1999
mo,us,fireball,30,1/28/1999
ks,us,diamond,180,1/28/1999
NA,NA,changing,1800,1/28/1999
ca,us,light,180,1/28/1999
me,us,disk,900,1/28/1999
ga,us,egg,120,1/28/1999
ca,us,light,1200,1/28/1999
NA,de,other,60,1/28/1999
fl,us,unknown,60,1/28/1999
ok,us,cigar,600,1/28/1999
tx,us,chevron,180,1/28/1999
tx,us,light,7,1/28/1999
in,us,teardrop,5,1/28/1999
ca,us,fireball,120,1/28/1999
fl,NA,fireball,30,1/28/1999
fl,us,NA,60,1/28/1999
ca,us,fireball,5,1/28/1999
al,us,changing,600,1/28/1999
la,us,circle,180,1/28/1999
mo,NA,unknown,7200,1/28/1999
md,us,fireball,5,1/28/1999
wa,us,light,4,1/28/1999
tx,us,light,300,1/28/1999
tx,us,light,1800,1/28/1999
oh,us,disk,300,1/28/1999
ne,us,sphere,420,1/28/1999
va,us,triangle,45,1/28/1999
tx,us,light,1,1/28/1999
ca,us,cross,300,1/28/1999
ny,us,oval,300,1/28/1999
tx,us,formation,2400,1/28/1999
mt,us,circle,3600,1/28/1999
wa,us,triangle,60,1/28/1999
wa,us,triangle,60,1/28/1999
az,us,light,360,1/28/1999
ca,us,light,15,1/28/1999
sc,us,circle,600,1/28/1999
ca,NA,disk,120,1/28/1999
ga,us,fireball,2,1/28/1999
ca,NA,unknown,120,1/28/1999
az,us,other,60,1/28/1999
NA,NA,light,120,1/28/1999
nv,us,unknown,10,1/28/1999
nv,us,circle,60,1/28/1999
tx,us,fireball,4,1/28/1999
ga,us,fireball,7,1/28/1999
fl,us,circle,60,1/28/1999
nv,us,triangle,300,1/28/1999
az,us,cylinder,45,1/28/1999
NA,NA,sphere,3,1/28/1999
ca,us,light,900,1/28/1999
va,us,circle,1500,1/28/1999
pa,us,disk,14400,1/28/1999
fl,us,triangle,300,1/28/1999
tx,us,circle,1,1/28/1999
ak,NA,light,720,1/28/1999
tn,NA,sphere,420,1/28/1999
wa,us,light,300,1/28/1999
ar,NA,triangle,300,1/28/1999
mt,us,oval,300,1/28/1999
mo,us,fireball,2,1/28/1999
NA,NA,circle,2,1/28/1999
mi,us,light,60,1/28/1999
co,us,oval,45,1/28/1999
il,us,light,60,1/28/1999
ca,us,teardrop,900,1/28/1999
az,us,circle,20,1/28/1999
ri,us,disk,300,1/28/1999
oh,us,light,10,1/28/1999
tx,us,rectangle,600,1/28/1999
ny,us,disk,120,1/28/1999
nm,us,triangle,240,1/28/1999
wa,NA,sphere,5,1/28/1999
ca,us,other,900,1/28/1999
fl,NA,changing,45,1/28/1999
ca,us,circle,60,1/28/1999
ca,us,circle,1200,1/28/1999
ca,us,triangle,7,1/28/1999
ct,us,cylinder,10,1/28/1999
az,us,unknown,600,1/28/1999
ny,us,other,60,1/28/1999
NA,au,sphere,120,1/28/1999
pa,us,changing,600,1/28/1999
co,us,light,7200,1/28/1999
ca,us,chevron,8,1/28/1999
md,us,oval,300,1/28/1999
fl,NA,unknown,1200,1/28/1999
ca,us,disk,600,1/28/1999
oh,us,unknown,600,1/28/1999
ca,us,other,2,1/28/1999
mn,us,flash,60,1/28/1999
NA,NA,triangle,60,1/28/1999
oh,NA,other,150,1/28/1999
NA,NA,formation,1200,1/28/1999
wa,us,fireball,30,1/28/1999
va,us,triangle,15,1/28/1999
ca,us,disk,600,1/28/1999
tx,us,changing,1200,1/28/1999
mt,us,light,180,1/28/1999
oh,us,triangle,480,1/28/1999
NA,NA,other,1800,1/28/1999
fl,us,sphere,5,1/28/1999
NA,NA,formation,14400,1/28/1999
nc,us,circle,4,1/28/1999
mo,us,other,10,1/28/1999
pr,NA,fireball,10,1/28/1999
nc,us,light,900,1/28/1999
nh,us,light,60,1/28/1999
mi,us,changing,60,1/28/1999
ok,us,egg,180,1/28/1999
tx,us,cigar,900,1/28/1999
mo,us,light,300,1/28/1999
az,us,light,73800,1/28/1999
tn,us,fireball,120,1/28/1999
al,us,oval,600,1/28/1999
ny,us,disk,5,1/28/1999
co,us,fireball,40,1/28/1999
az,us,unknown,300,1/28/1999
ca,us,fireball,10,1/28/1999
nc,us,light,3600,1/28/1999
oh,us,circle,14400,1/28/1999
me,us,flash,4,1/28/1999
ca,us,light,15,1/28/1999
in,us,unknown,3600,1/28/1999
mi,us,sphere,60,1/28/1999
oh,us,triangle,900,1/28/1999
ma,us,fireball,3,1/28/1999
wa,us,light,45,1/28/1999
ks,us,light,15,1/28/1999
tx,us,light,300,1/28/1999
ca,NA,other,1800,1/28/1999
NA,NA,cylinder,120,1/28/1999
wv,us,light,20,1/28/1999
ga,us,triangle,120,1/28/1999
tx,us,circle,3,1/28/1999
mi,us,light,2,1/28/1999
wa,us,light,1800,1/28/1999
va,us,sphere,10,1/28/1999
ny,us,light,900,1/28/1999
ga,us,cone,120,1/28/1999
pa,us,formation,300,1/28/1999
ca,NA,light,5,1/28/1999
ca,us,circle,150,1/28/1999
ca,us,oval,1800,1/28/1999
ca,us,oval,60,1/28/1999
ca,us,triangle,15,1/28/1999
wi,us,fireball,30,1/28/1999
tx,us,triangle,10800,1/28/1999
co,us,fireball,1,1/28/1999
nm,us,cylinder,10800,1/28/1999
oh,us,cigar,60,1/28/1999
ut,us,other,40,1/28/1999
az,us,diamond,300,1/28/1999
az,us,circle,600,1/28/1999
az,us,triangle,240,1/28/1999
az,us,formation,300,1/28/1999
az,us,triangle,180,1/28/1999
ca,us,sphere,15,1/28/1999
wa,us,sphere,240,1/28/1999
ca,us,flash,180,1/28/1999
ok,us,light,20,1/28/1999
fl,us,light,1800,1/28/1999
wa,us,fireball,300,1/28/1999
wa,us,light,60,1/28/1999
ct,us,chevron,5,1/28/1999
mi,us,flash,2,1/28/1999
NA,NA,sphere,3600,1/28/1999
ca,us,sphere,120,1/28/1999
ca,NA,other,2700,1/28/1999
nh,us,fireball,5,1/28/1999
ma,us,light,3,1/28/1999
or,us,cigar,600,1/28/1999
me,us,fireball,20,1/28/1999
ma,us,unknown,20,1/28/1999
tn,us,light,1200,1/28/1999
mi,us,diamond,300,1/28/1999
mi,us,triangle,300,1/28/1999
ia,us,fireball,180,1/28/1999
mo,us,formation,1800,1/28/1999
ne,us,triangle,20,1/28/1999
mi,us,flash,600,1/28/1999
pa,us,disk,300,1/28/1999
nm,us,other,8280,1/28/1999
or,us,diamond,1,1/28/1999
tx,us,fireball,12,1/28/1999
wa,us,cigar,60,1/28/1999
ky,NA,light,120,1/28/1999
in,us,oval,50,1/28/1999
fl,us,light,300,1/28/1999
ny,us,unknown,10,1/28/1999
fl,us,light,300,1/28/1999
or,us,light,1800,1/28/1999
co,NA,light,2700,1/28/1999
wi,us,circle,600,1/28/1999
co,us,light,1800,1/28/1999
tx,us,sphere,120,1/28/1999
pa,us,cross,1200,1/28/1999
al,NA,NA,12420,1/28/1999
wa,us,changing,600,1/28/1999
ca,us,light,300,1/28/1999
ma,us,fireball,2,1/28/1999
ca,us,other,120,1/28/1999
md,us,formation,5,1/28/1999
wi,us,light,2,1/28/1999
mo,us,light,1800,1/28/1999
az,us,oval,300,1/28/1999
la,us,sphere,900,1/28/1999
nv,us,light,300,1/28/1999
ut,us,triangle,900,1/28/1999
va,us,fireball,3,1/28/1999
me,us,formation,900,1/28/1999
il,NA,other,600,1/28/1999
ma,NA,oval,900,1/28/1999
fl,us,sphere,120,1/28/1999
fl,us,light,60,1/28/1999
fl,us,light,20,1/28/1999
fl,us,light,120,1/28/1999
fl,us,other,180,1/28/1999
fl,us,unknown,30,1/28/1999
fl,us,light,90,1/28/1999
fl,us,sphere,120,1/28/1999
fl,us,fireball,180,1/28/1999
fl,us,cone,30,1/28/1999
fl,NA,light,300,1/28/1999
fl,us,light,180,1/28/1999
fl,us,formation,600,1/28/1999
fl,us,disk,300,1/28/1999
mt,us,changing,7200,1/28/1999
ks,us,cylinder,180,1/28/1999
az,us,triangle,600,1/28/1999
ca,us,cigar,600,1/28/1999
NA,NA,circle,3600,1/28/1999
ca,us,other,6,1/28/1999
tx,us,disk,15,1/28/1999
mn,us,fireball,4,1/28/1999
pr,us,sphere,60,1/28/1999
oh,us,light,300,1/28/1999
co,us,triangle,180,1/28/1999
mt,us,unknown,5400,1/28/1999
va,us,changing,420,1/28/1999
il,us,other,300,1/28/1999
ca,NA,disk,300,1/28/1999
nc,us,circle,30,1/28/1999
mo,us,disk,600,1/28/1999
fl,us,disk,7200,1/28/1999
il,NA,triangle,240,1/28/1999
ca,us,fireball,2,1/28/1999
oh,us,egg,600,1/28/1999
az,NA,light,600,1/28/1999
tn,us,sphere,300,1/28/1999
az,us,circle,2700,1/28/1999
mo,us,unknown,180,1/28/1999
ma,us,oval,240,1/28/1999
NA,au,NA,18000,1/28/1999
fl,us,changing,40,1/28/1999
il,us,triangle,600,1/28/1999
tx,us,light,15,1/28/1999
tx,us,chevron,180,1/28/1999
co,us,teardrop,120,1/28/1999
ca,us,light,20,1/28/1999
tx,us,flash,2100,1/28/1999
oh,us,other,4,1/28/1999
fl,us,light,10,1/28/1999
az,us,light,10800,1/28/1999
or,us,sphere,6,1/28/1999
wa,us,circle,3,1/28/1999
wa,NA,disk,2,1/28/1999
wa,us,circle,3,1/28/1999
nv,us,unknown,120,1/28/1999
fl,us,light,50,1/28/1999
ny,us,light,240,1/28/1999
wi,us,light,600,1/28/1999
ca,us,light,600,1/28/1999
wa,us,other,3,1/28/1999
fl,us,circle,1200,1/28/1999
pa,us,light,120,1/28/1999
il,us,fireball,5,1/28/1999
il,us,formation,300,1/28/1999
ok,us,triangle,1380,1/28/1999
ne,us,triangle,1200,1/28/1999
tx,us,disk,300,1/28/1999
mn,us,light,5,1/28/1999
NA,NA,triangle,45,1/28/1999
ca,us,other,900,1/28/1999
tx,us,light,30,1/28/1999
co,us,flash,180,1/28/1999
sc,us,light,3,1/28/1999
wa,us,fireball,2,1/28/1999
ma,NA,other,900,1/28/1999
va,us,teardrop,300,1/28/1999
wa,us,other,240,1/28/1999
va,us,oval,10,1/28/1999
az,NA,other,60,1/28/1999
co,NA,disk,2700,1/28/1999
wi,us,diamond,15,1/28/1999
me,us,circle,600,1/28/1999
hi,us,disk,30,1/28/1999
ca,us,disk,60,1/28/1999
al,us,other,30,1/28/1999
wi,us,light,2,1/28/1999
il,us,triangle,180,1/28/1999
co,us,other,900,1/28/1999
co,us,other,4,1/28/1999
mi,NA,unknown,1800,1/28/1999
ut,NA,light,120,1/28/1999
il,us,triangle,300,1/28/1999
al,us,other,180,1/28/1999
az,us,light,600,1/28/1999
ca,NA,other,300,1/28/1999
wa,us,fireball,60,1/28/1999
tx,us,other,900,1/28/1999
il,us,disk,30,1/28/1999
ca,us,triangle,3600,1/28/1999
ca,us,cigar,2,1/28/1999
ny,us,triangle,600,1/28/1999
or,us,triangle,900,1/28/1999
az,us,light,1800,1/28/1999
oh,us,light,15,1/28/1999
il,us,disk,180,1/28/1999
pa,us,oval,240,1/28/1999
az,us,light,2700,1/28/1999
ca,us,circle,180,1/28/1999
or,us,diamond,120,1/28/1999
tx,us,other,7200,1/28/1999
NA,NA,fireball,2,1/28/1999
or,us,sphere,600,1/28/1999
fl,us,formation,3600,1/28/1999
ny,us,oval,2700,1/28/1999
il,NA,circle,35,1/28/1999
ga,us,light,60,1/28/1999
ok,us,triangle,300,1/28/1999
mn,us,light,420,1/28/1999
ca,us,triangle,50,1/28/1999
co,us,changing,7,1/28/1999
oh,us,NA,7,1/28/1999
mn,us,oval,5,1/28/1999
or,us,oval,4,1/28/1999
pa,us,other,2400,1/28/1999
mi,us,circle,15,1/28/1999
mi,us,light,420,1/28/1999
ut,us,triangle,10,1/28/1999
pa,us,triangle,10,1/28/1999
sd,us,other,60,1/28/1999
ga,us,light,3600,1/28/1999
ks,us,sphere,1200,1/28/1999
ca,us,light,180,1/28/1999
vt,us,light,20,1/28/1999
NA,au,other,720,1/28/1999
az,us,other,7200,1/28/1999
wa,us,light,4,1/28/1999
co,us,flash,1800,1/28/1999
ca,us,other,600,1/28/1999
ca,us,other,600,1/28/1999
or,us,light,480,1/28/1999
ca,us,triangle,20,1/28/1999
wy,us,unknown,120,1/28/1999
or,us,triangle,3,1/28/1999
ca,us,formation,240,1/28/1999
in,us,changing,300,1/28/1999
ca,NA,formation,1800,1/28/1999
tx,us,disk,90,1/28/1999
ca,us,triangle,300,1/28/1999
nj,us,disk,15,1/28/1999
la,us,other,600,1/28/1999
tx,us,cigar,300,1/28/1999
va,us,disk,2,1/28/1999
ny,us,chevron,600,1/28/1999
ny,NA,light,172800,1/28/1999
ny,us,light,14400,1/28/1999
nd,us,sphere,600,1/28/1999
ny,us,light,300,1/28/1999
ga,us,fireball,4,1/28/1999
az,us,NA,4,1/28/1999
ny,us,light,1200,1/28/1999
tx,us,other,10,1/28/1999
tx,us,light,900,1/28/1999
tn,us,unknown,60,1/28/1999
ga,us,changing,2700,1/28/1999
ca,us,flash,5,1/28/1999
pa,us,egg,10,1/28/1999
tx,us,light,15,1/28/1999
ca,us,light,3,1/28/1999
wa,us,disk,420,1/28/1999
wa,us,sphere,720,1/28/1999
ca,us,disk,120,1/28/1999
ca,us,other,600,1/28/1999
ca,us,other,120,1/28/1999
fl,us,triangle,900,1/28/1999
ca,NA,light,30,1/28/1999
az,us,light,180,1/28/1999
wa,us,disk,300,1/28/1999
ga,us,other,180,1/28/1999
ky,us,other,40,1/28/1999
ok,us,sphere,420,1/28/1999
mo,us,other,600,1/28/1999
tn,us,cylinder,900,1/28/1999
wa,us,other,900,1/28/1999
pa,us,disk,60,1/28/1999
sc,NA,sphere,1200,1/28/1999
nc,us,disk,1200,1/28/1999
ca,us,disk,900,1/28/1999
pa,NA,egg,300,1/28/1999
ca,us,disk,180,1/28/1999
la,us,formation,600,1/28/1999
fl,us,disk,17,1/28/1999
co,us,other,300,1/28/1999
ca,us,other,900,1/28/1999
hi,us,circle,6,1/28/1999
ma,us,oval,60,1/28/1999
wi,us,NA,120,1/28/1999
tx,us,other,780,1/28/1999
nm,us,unknown,180,1/28/1999
pa,us,light,120,1/28/1999
nj,us,light,5,1/28/1999
il,us,rectangle,180,1/28/1999
tx,us,diamond,5,1/28/1999
wa,us,light,300,1/28/1999
tx,us,triangle,20,1/28/1999
tx,us,disk,2700,1/28/1999
pa,us,disk,10800,1/28/1999
ut,us,disk,120,1/28/1999
fl,us,cigar,120,1/28/1999
ca,us,sphere,180,1/28/1999
ca,us,oval,2700,1/28/1999
oh,us,unknown,90,1/28/1999
mi,us,NA,7200,1/28/1999
ky,us,triangle,15,1/28/1999
ca,us,triangle,300,1/28/1999
ma,us,light,60,1/28/1999
wi,us,rectangle,8,1/28/1999
pa,us,triangle,900,1/28/1999
me,us,light,300,1/28/1999
ca,us,changing,10,1/28/1999
in,us,light,30,1/28/1999
or,us,other,3,1/28/1999
az,us,fireball,300,1/28/1999
or,us,light,300,1/28/1999
tx,us,other,1800,1/28/1999
tx,us,cigar,360,1/28/1999
wa,us,light,300,1/28/1999
wa,us,other,0,1/28/1999
az,us,circle,5,1/28/1999
pa,us,triangle,180,1/28/1999
il,NA,egg,2700,1/28/1999
az,us,cylinder,180,1/28/1999
ny,us,triangle,300,1/28/1999
nh,NA,disk,120,1/28/1999
oh,us,rectangle,300,1/28/1999
nc,us,light,45,1/28/1999
tx,NA,other,600,1/28/1999
nj,us,disk,60,1/28/1999
ca,NA,other,7200,1/28/1999
ca,us,oval,10,1/28/1999
az,us,disk,37800,1/28/1999
NA,NA,light,15,1/28/1999
ok,us,circle,300,1/28/1999
ny,us,triangle,1215,1/28/1999
az,us,other,900,1/28/1999
az,us,circle,2700,1/28/1999
ri,us,light,3600,1/28/1999
az,us,triangle,900,1/28/1999
NA,NA,unknown,180,1/28/1999
ca,us,cigar,1800,1/28/1999
fl,us,formation,60,1/28/1999
ca,us,light,4,1/28/1999
ny,us,other,360,1/28/1999
il,us,triangle,300,1/28/1999
ca,us,other,60,1/28/1999
NA,NA,changing,600,1/28/1999
wa,us,light,60,1/28/1999
ma,us,cylinder,5,1/28/1999
mo,us,cylinder,180,1/28/1999
ca,us,sphere,20,1/28/1999
id,us,changing,600,1/28/1999
wa,us,disk,360,1/28/1999
ca,us,other,900,1/28/1999
pa,us,triangle,15,1/28/1999
wi,us,sphere,30,1/28/1999
wi,us,sphere,30,1/28/1999
wi,us,disk,180,1/28/1999
pa,us,cylinder,360,1/28/1999
az,us,triangle,60,1/28/1999
il,us,light,60,1/28/1999
nh,NA,disk,7200,1/28/1999
ca,us,sphere,180,1/28/1999
wa,NA,circle,300,1/28/1999
ok,us,triangle,300,1/28/1999
pa,us,cigar,900,1/28/1999
ne,us,disk,60,1/28/1999
ca,NA,light,15,1/28/1999
in,us,circle,300,1/28/1999
sc,us,light,15,1/28/1999
nv,NA,triangle,30,1/28/1999
NA,gb,sphere,300,1/28/1999
ny,us,cigar,900,1/28/1999
wa,us,disk,1200,1/28/1999
mi,us,disk,900,1/28/1999
or,us,light,360,1/28/1999
al,us,circle,3600,1/28/1999
ut,us,other,600,1/28/1999
ca,us,fireball,36,1/28/1999
ca,us,circle,60,1/28/1999
wy,NA,disk,60,1/28/1999
ca,us,disk,90,1/28/1999
nj,us,changing,300,1/28/1999
oh,us,sphere,120,1/28/1999
ny,us,other,15,1/28/1999
mi,us,formation,360,1/28/1999
in,us,cigar,30,1/28/1999
in,us,triangle,60,1/28/1999
mo,us,light,1800,1/28/1999
nd,us,triangle,60,1/28/1999
ky,us,unknown,30,1/28/1999
ct,us,chevron,2700,1/28/1999
wa,us,oval,60,1/28/1999
mi,NA,sphere,60,1/28/1999
il,us,light,120,1/28/1999
